x0,x1,y
7.86,1.72,-0.1929
1.31,5.61,-0.0144
1.85,5.02,-0.2121
7.0,3.6,0.2143
4.67,6.92,-0.0847
2.33,5.83,0.3177
8.3,8.64,0.086
2.9,1.49,-0.1205
4.77,6.9,-0.0724
4.96,8.07,0.1947
6.43,8.03,-0.1073
7.58,3.19,0.2028
6.88,8.26,-0.2139
8.65,7.3,-0.182
0.18,7.31,0.3568
3.05,4.13,-0.2833
1.17,9.33,0.3102
5.23,5.04,0.0946
4.0,2.28,0.2077
0.95,9.27,0.2314
2.53,3.73,-0.1665
2.32,4.39,-0.3199
3.25,6.52,-0.1606
6.28,2.74,-0.1638
2.4,6.77,-0.0738
1.03,1.39,-0.2331
7.36,5.62,-0.0522
6.83,9.58,0.1652
7.35,9.77,0.2062
0.94,5.21,-0.3581
2.21,1.96,-0.0492
7.65,2.97,0.1763
0.26,9.61,0.2579
0.75,6.37,0.316
2.69,3.83,-0.249
7.85,7.51,-0.1553
7.12,8.57,-0.1632
1.61,4.42,-0.298
7.9,9.11,0.1675
0.61,7.15,0.2891
9.4,8.01,0.0501
7.16,2.25,-0.1671
9.31,1.1,-0.1606
6.71,0.79,0.1977
4.36,7.67,0.198
5.49,9.71,-0.0522
3.2,9.17,0.1285
8.19,6.97,-0.0277
7.85,5.82,0.1214
9.73,7.71,0.0009
5.46,1.55,0.1841
3.52,8.46,0.285
7.89,7.33,-0.1071
1.61,4.81,-0.3403
8.5,8.53,0.0818
8.07,7.05,-0.0364
1.44,8.91,0.1448
6.21,7.29,0.212
7.62,9.99,0.1267
4.37,6.59,-0.2544
5.5,0.88,0.1989
7.21,4.84,-0.1948
1.5,7.84,-0.3527
9.1,7.38,-0.177
0.95,0.59,0.3244
7.89,6.99,0.0239
2.03,3.87,-0.1129
2.35,1.43,-0.2826
4.19,3.02,-0.1928
3.86,1.22,0.0044
6.5,0.05,0.0722
5.81,7.71,0.1609
5.59,9.83,0.0282
3.92,7.77,0.1569
2.27,8.04,-0.1528
1.16,6.14,0.2835
2.12,4.57,-0.3166
1.89,4.95,-0.2386
3.13,9.4,0.0182
5.34,3.19,-0.1813
4.37,1.67,0.2613
5.61,7.3,0.233
7.03,0.83,0.1422
1.32,7.48,-0.1975
8.32,6.38,0.1534
9.6,9.21,0.0462
1.2,5.59,-0.0683
6.09,0.38,0.121
8.48,5.14,-0.0181
8.69,2.52,0.1755
4.34,6.08,-0.1889
6.71,4.33,0.0755
2.04,1.51,-0.3124
0.08,5.82,-0.3503
6.89,6.04,0.0269
4.27,1.44,0.2017
5.12,4.61,0.2424
7.57,1.76,-0.2053
6.51,8.95,-0.1462
1.42,5.58,0.0058
9.33,5.4,0.1747
6.69,1.94,-0.2005
7.14,6.51,0.2055
5.22,5.28,-0.0182
8.93,0.1,0.056
3.3,7.07,-0.2868
3.72,7.02,-0.2468
6.96,6.31,0.1432
3.69,9.96,-0.2802
5.77,4.83,0.0658
6.69,7.07,0.2014
5.76,6.23,-0.1398
4.79,5.66,-0.1009
4.56,8.36,0.1709
1.38,8.06,-0.3508
2.91,4.77,-0.0354
1.49,5.87,0.2212
1.24,5.14,-0.3186
9.94,7.59,-0.0028
8.65,9.53,0.1034
1.73,0.93,-0.149
0.2,1.81,-0.2794
9.5,7.23,-0.166
0.58,4.41,0.0119
2.16,9.89,0.0151
3.77,6.81,-0.277
9.99,3.98,-0.1374
1.79,8.22,-0.1993
2.49,6.45,0.1014
9.5,3.99,-0.177
9.02,1.77,-0.0031
4.0,0.64,-0.2311
4.61,2.25,0.0804
6.49,0.71,0.2226
3.41,6.11,0.0198
7.97,8.79,0.0825
0.79,7.91,-0.3088
5.79,6.36,-0.0803
8.18,0.43,0.0748
6.15,6.81,0.1827
9.0,5.93,0.169
1.31,6.96,0.1638
0.71,1.66,-0.3095
1.72,7.69,-0.339
3.45,8.59,0.2816
7.18,8.89,-0.0357
5.12,2.18,-0.0148
4.11,8.89,0.0285
6.88,6.84,0.2144
7.48,0.53,0.1597
9.25,6.36,0.0022
0.04,1.2,0.3082
7.85,1.77,-0.1863
7.26,6.1,0.1199
8.75,6.86,-0.0869
2.77,1.49,-0.155
2.4,7.2,-0.2817
5.54,6.74,0.0375
8.27,7.81,-0.1851
1.7,5.86,0.259
0.5,4.05,0.305
0.24,8.52,-0.4405
1.27,0.62,0.2134
7.79,1.7,-0.1988
4.53,7.92,0.2603
0.54,2.48,-0.2925
3.35,4.11,-0.2449
6.94,3.1,0.1188
1.46,5.11,-0.2763
4.83,1.94,0.1688
5.88,6.52,0.0147
7.97,2.3,0.0007
9.02,1.28,-0.1552
1.59,8.89,0.171
4.74,0.09,-0.2506
6.98,8.51,-0.1955
6.71,2.94,0.0023
3.31,1.71,0.1281
8.82,8.59,0.1444
7.01,2.17,-0.2012
7.8,0.86,-0.0215
7.36,1.06,-0.0132
4.03,3.11,-0.2002
3.42,5.56,0.2653
4.49,1.03,0.0691
9.49,4.7,0.0092
0.74,2.77,-0.0004
1.63,2.67,0.2189
9.95,1.6,0.0965
1.68,5.81,0.2339
9.82,5.4,0.174
8.44,1.3,-0.1938
0.56,1.93,-0.393
6.91,6.1,0.0557
9.18,6.74,-0.1148
4.98,4.71,0.2429
6.4,6.55,0.1373
2.21,5.4,0.1393
0.43,3.68,0.4196
8.66,9.53,0.1006
1.41,0.39,0.2919
0.27,7.98,-0.2182
3.31,2.48,0.2647
8.44,1.0,-0.166
4.45,6.62,-0.2419
0.83,9.96,0.3703
8.64,1.21,-0.1908
4.96,7.03,0.0399
9.5,5.17,0.1504
5.45,7.77,0.2022
3.35,9.07,0.1401
6.67,5.81,-0.1163
0.66,6.92,0.3752
0.87,9.19,0.15
6.7,0.21,0.1615
2.75,7.81,-0.1417
3.98,4.11,-0.0973
7.52,5.64,-0.0087
5.56,5.93,-0.2366
1.44,8.89,0.1324
6.63,2.9,-0.0322
2.86,6.94,-0.2609
9.56,3.91,-0.179
2.07,9.51,0.2585
5.29,2.61,-0.217
6.44,1.96,-0.1809
5.27,0.59,0.0404
6.83,2.4,-0.1751
6.72,3.75,0.2184
2.73,6.08,0.2264
2.42,1.22,-0.315
1.4,1.08,-0.1465
9.13,0.92,-0.1852
2.66,2.56,0.3095
3.92,8.88,0.0815
5.23,2.71,-0.2314
8.3,2.56,0.1461
6.68,0.93,0.1709
2.84,2.69,0.2836
1.6,2.46,0.081
2.01,6.51,0.2058
3.74,7.91,0.1812
8.94,1.06,-0.1872
7.18,7.02,0.1497
5.6,3.53,0.0228
2.79,2.63,0.3004
8.2,8.61,0.056
1.69,9.96,0.1314
2.83,7.92,-0.0579
2.2,0.51,-0.0244
0.44,7.46,0.1385
3.04,5.51,0.2975
6.83,4.27,0.0724
3.41,6.71,-0.2598
4.78,4.48,0.2345
0.84,0.05,0.3144
0.6,4.17,0.1903
6.2,8.29,-0.1613
3.99,1.88,0.2715
3.58,7.99,0.1858
0.46,5.53,-0.3624
4.23,4.55,0.1871
4.33,0.93,-0.0248
5.63,8.52,-0.1484
3.32,0.29,-0.1976
5.56,9.71,-0.034
4.15,4.87,0.2614
6.56,4.07,0.1863
7.63,6.55,0.1957
9.61,6.15,0.0124
5.99,8.7,-0.2278
0.41,2.55,-0.2942
1.71,3.56,0.1951
8.44,6.56,0.0826
5.46,3.59,0.0152
1.84,5.85,0.2827
0.47,2.95,0.0367
5.02,6.95,0.0184
7.52,4.33,-0.0944
6.11,5.66,-0.2269
0.2,0.46,0.4018
2.83,0.56,-0.2209
9.57,3.3,-0.0809
3.3,6.38,-0.103
1.74,5.53,0.0776
2.16,3.23,0.2365
1.27,9.26,0.2965
2.09,6.03,0.33
9.58,4.63,-0.0016
5.74,0.55,0.122
0.38,1.42,-0.0321
2.25,0.55,-0.0706
4.82,3.71,-0.0823
7.95,2.67,0.1322
2.08,5.57,0.2002
1.55,3.73,0.1412
7.73,2.7,0.1088
5.7,5.05,-0.022
8.82,3.34,0.0382
5.73,1.63,0.0982
1.81,8.88,0.2246
2.38,4.04,-0.2743
4.73,5.94,-0.2004
2.42,9.82,-0.0208
2.11,3.43,0.1446
2.09,2.04,-0.039
4.81,4.29,0.1854
8.28,7.56,-0.1935
1.72,5.09,-0.2101
8.27,7.79,-0.1883
4.95,9.44,-0.2427
2.81,4.24,-0.2927
7.83,8.86,0.0819
4.36,3.64,-0.2116
1.66,6.5,0.3018
6.06,0.59,0.1876
0.2,7.86,-0.0956
2.61,5.7,0.3095
1.1,6.58,0.3712
7.67,9.82,0.167
6.06,9.62,0.0387
3.44,6.71,-0.2609
8.04,4.61,-0.1994
4.38,8.68,0.064
7.58,3.56,0.1738
8.94,5.19,0.0869
3.45,8.01,0.1676
5.02,5.32,0.0105
3.78,2.89,-0.0394
0.7,1.61,-0.281
7.59,4.53,-0.1662
4.61,7.31,0.0977
5.22,4.61,0.2353
2.2,7.45,-0.3208
5.11,4.44,0.2459
2.64,9.31,0.2086
6.62,7.41,0.113
6.41,5.64,-0.2068
4.92,7.96,0.2313
8.87,3.65,-0.0844
0.46,1.77,-0.3141
6.95,0.3,0.2061
1.88,4.54,-0.3379
6.92,1.48,-0.0957
0.77,4.82,-0.3302
7.18,6.0,0.0677
3.08,4.7,-0.0248
9.25,7.61,-0.1128
8.06,7.42,-0.1571
0.46,0.71,0.398
8.35,1.74,-0.1314
7.41,0.58,0.1575
9.74,6.57,-0.1383
6.13,1.94,-0.1248
2.32,4.58,-0.285
0.9,4.88,-0.3643
1.04,2.17,-0.2954
0.81,7.17,0.2074
3.9,2.13,0.2622
1.87,8.55,0.0378
0.71,1.69,-0.3245
4.84,2.25,0.0228
5.63,1.5,0.1698
0.85,1.92,-0.3886
1.43,5.3,-0.1849
1.7,9.37,0.3452
6.89,2.18,-0.2096
0.12,0.14,0.1806
6.27,7.44,0.1691
7.19,7.3,0.0416
6.38,3.73,0.2142
3.85,7.2,-0.1538
9.73,7.08,-0.1684
9.34,1.22,-0.1288
2.14,3.89,-0.1549
3.99,5.38,0.2255
8.79,8.67,0.1583
2.21,1.33,-0.3211
1.36,0.78,0.0775
5.02,8.84,-0.1614
9.28,3.71,-0.1544
6.43,5.86,-0.1433
3.04,7.61,-0.1645
3.49,4.24,-0.1609
9.25,0.1,-0.0048
8.98,1.43,-0.1237
5.09,8.85,-0.1779
1.73,9.91,0.1465
6.4,5.56,-0.2183
0.86,0.57,0.3535
6.49,0.89,0.204
4.49,8.8,-0.0283
6.67,9.97,0.2191
1.77,8.84,0.1956
8.33,7.61,-0.1955
3.12,0.16,-0.0863
9.09,5.77,0.1818
8.69,7.85,-0.1269
5.38,5.89,-0.2414
1.66,1.64,-0.3385
2.38,2.69,0.3179
5.62,7.1,0.1973
5.67,6.93,0.1488
6.72,4.01,0.1791
3.53,7.69,0.0179
9.5,1.99,0.1425
9.04,3.42,-0.0325
5.94,4.29,0.215
1.14,3.31,0.3703
1.65,1.86,-0.2756
5.14,1.64,0.2084
4.45,6.9,-0.1459
2.83,9.3,0.1623
0.24,3.19,0.1462
8.16,8.67,0.0701
6.92,5.07,-0.2112
2.34,2.24,0.1665
1.37,9.11,0.2445
8.88,7.52,-0.1762
9.04,5.13,0.0824
3.27,6.43,-0.1195
8.07,7.93,-0.1857
8.81,1.9,0.0066
2.74,8.97,0.2975
2.37,1.85,-0.0699
3.41,9.49,-0.1113
8.46,3.23,0.1363
2.72,9.42,0.1287
8.96,7.33,-0.1872
5.7,5.31,-0.1368
8.08,2.23,-0.0055
0.53,2.01,-0.4064
7.04,8.12,-0.2056
5.6,7.26,0.2278
1.55,2.46,0.0662
3.78,3.25,-0.212
6.92,7.97,-0.1663
8.82,6.03,0.1698
5.41,0.18,-0.1205
9.18,6.67,-0.0923
9.38,0.26,-0.0816
4.39,5.8,-0.0736
9.59,2.73,0.1107
5.36,9.97,0.0409
7.86,2.02,-0.1257
8.26,8.81,0.1333
3.42,5.24,0.2793
7.2,4.19,0.0255
3.94,4.48,0.0893
5.7,4.19,0.2365
8.7,3.11,0.1353
9.31,6.74,-0.1308
4.07,9.51,-0.2401
8.39,3.4,0.0952
0.96,0.66,0.2885
5.46,4.27,0.2391
4.13,6.74,-0.255
5.89,3.16,-0.0835
7.82,2.64,0.1031
2.48,9.14,0.2989
5.8,3.5,0.0541
7.87,2.27,-0.0329
9.31,3.73,-0.1599
8.11,1.76,-0.1586
6.97,1.3,-0.0326
5.87,8.94,-0.2299
9.25,1.1,-0.1652
9.01,6.72,-0.0811
1.16,6.45,0.3698
1.67,5.34,-0.0714
1.82,3.43,0.229
0.18,0.81,0.4362
1.15,0.56,0.2828
1.64,7.68,-0.3346
7.68,0.15,0.203
2.41,8.88,0.308
4.98,7.26,0.1525
4.76,4.99,0.21
5.52,6.79,0.0597
2.07,1.94,-0.1065
3.93,1.25,0.0389
4.26,9.72,-0.2639
1.41,1.64,-0.3581
8.38,4.2,-0.1708
9.49,2.11,0.1649
9.88,2.17,0.1758
9.62,2.22,0.1788
3.53,5.33,0.2846
8.02,4.14,-0.1138
3.68,1.56,0.1355
6.85,7.98,-0.16
1.92,0.57,0.0276
9.18,2.08,0.1285
3.57,0.71,-0.2731
3.65,1.98,0.2737
3.67,0.52,-0.2811
4.46,8.1,0.2546
3.35,0.81,-0.2796
5.16,5.88,-0.2322
6.4,1.41,0.046
3.0,0.97,-0.2912
0.6,6.22,0.1835
7.59,9.0,0.0914
8.68,9.53,0.0957
1.95,9.96,0.0373
7.37,0.82,0.0865
2.48,5.16,0.0728
1.66,9.95,0.1426
5.96,4.19,0.2277
1.06,9.34,0.2921
8.37,3.67,-0.0007
8.88,9.94,-0.0884
7.69,2.39,-0.0218
1.56,2.91,0.3135
4.2,0.28,-0.2678
7.56,7.95,-0.2054
3.2,5.11,0.222
5.67,9.62,-0.0556
2.52,2.53,0.3023
1.16,3.41,0.3679
9.51,9.06,0.1065
9.16,9.57,-0.0061
5.33,0.73,0.1189
8.35,4.91,-0.1218
7.71,6.68,0.1621
4.66,9.23,-0.2322
6.15,7.72,0.0901
1.07,5.27,-0.3099
6.26,3.66,0.1933
9.3,5.42,0.1763
5.93,9.43,-0.0782
2.58,8.68,0.2774
9.88,5.58,0.1436
7.72,3.81,0.0718
9.19,0.38,-0.0914
9.15,4.22,-0.1761
8.75,0.69,-0.1229
9.33,5.36,0.1701
5.8,3.95,0.2142
1.59,7.04,0.0144
3.85,5.06,0.273
1.61,2.96,0.3303
2.91,4.21,-0.287
3.65,7.72,0.0687
8.96,5.4,0.1465
7.36,9.24,0.1354
7.3,5.54,-0.095
5.11,4.29,0.224
9.14,3.29,-0.0015
6.67,6.64,0.1958
6.69,9.8,0.2016
2.76,7.15,-0.2994
8.3,1.68,-0.1549
2.76,4.06,-0.305
8.21,0.77,-0.0644
8.26,1.71,-0.1509
1.03,9.82,0.366
3.77,3.58,-0.278
6.77,7.48,0.0534
4.52,1.66,0.2608
1.75,6.42,0.3078
9.98,9.5,-0.1132
1.3,0.78,0.1032
9.25,4.07,-0.1828
1.82,6.44,0.2859
2.3,0.55,-0.0853
9.5,9.56,-0.0621
2.51,0.08,0.1443
5.32,7.08,0.1448
1.58,1.78,-0.32
0.64,7.49,0.0347
1.97,1.56,-0.3107
1.85,2.33,0.0799
4.64,1.81,0.2367
0.01,3.75,0.4576
6.54,8.51,-0.2221
0.41,4.46,0.0371
2.41,7.39,-0.3172
3.93,1.24,0.0381
7.09,6.53,0.2056
4.8,0.04,-0.2513
8.76,6.44,0.063
5.87,4.56,0.1559
0.75,9.18,0.1008
0.94,1.15,-0.0402
8.07,7.92,-0.1877
2.78,1.11,-0.2938
7.58,2.49,-0.0014
3.03,2.26,0.2847
4.46,1.96,0.2272
9.59,8.19,0.1323
8.1,8.2,-0.1158
3.81,3.25,-0.2149
9.17,3.49,-0.0781
2.69,7.99,-0.0551
7.54,7.1,0.0508
3.92,7.44,-0.0146
6.94,0.05,0.1486
0.29,0.13,0.227
4.91,1.05,0.1653
8.61,7.7,-0.173
2.77,6.89,-0.2298
0.31,6.62,0.3585
5.87,2.23,-0.1839
1.08,4.0,0.1251
5.57,9.37,-0.1757
4.81,8.39,0.1006
1.26,2.09,-0.2727
9.46,3.53,-0.1328
5.46,7.87,0.1717
4.8,7.51,0.2099
5.37,1.79,0.1134
3.21,9.64,-0.141
9.84,1.23,-0.0473
6.62,9.14,-0.0504
6.12,3.41,0.0847
3.92,0.77,-0.2035
5.86,6.98,0.192
8.54,0.47,-0.0087
8.35,5.39,0.0525
2.11,8.24,-0.0823
8.39,7.19,-0.1363
2.83,3.05,0.1421
8.96,3.96,-0.173
5.57,0.49,0.0616
4.94,2.01,0.1151
3.55,4.7,0.1062
4.65,2.26,0.067
4.15,3.1,-0.2148
2.74,0.24,-0.0235
6.5,2.3,-0.2215
4.7,4.51,0.2356
1.0,3.74,0.3085
7.33,3.31,0.2064
1.28,5.08,-0.3291
2.86,5.88,0.2692
0.1,5.19,-0.3995
4.67,4.42,0.2088
2.82,9.69,-0.0633
0.08,6.7,0.3706
2.6,2.72,0.3067
4.74,4.65,0.2546
3.4,5.25,0.28
2.19,1.22,-0.3251
1.1,9.17,0.2106
8.36,5.98,0.1943
3.75,5.23,0.2784
2.71,6.36,0.0848
6.22,6.04,-0.1167
8.63,5.63,0.1652
9.76,8.72,0.1572
0.31,9.64,0.2938
4.51,1.65,0.2608
8.18,5.61,0.1041
5.79,7.61,0.1968
8.06,7.21,-0.0945
1.18,4.44,-0.2189
2.89,8.18,0.1145
6.15,5.86,-0.1912
8.89,2.67,0.1876
2.42,6.19,0.2525
5.81,2.27,-0.1882
4.65,0.2,-0.2441
0.44,7.28,0.271
2.08,1.15,-0.3111
9.23,8.97,0.1641
0.92,4.63,-0.2623
0.73,5.93,0.0107
7.93,0.61,0.0549
6.82,2.61,-0.112
6.61,2.94,-0.014
8.77,8.32,0.0508
0.09,1.8,-0.2392
7.14,1.45,-0.1241
8.71,2.11,0.0668
5.74,8.2,-0.0347
2.18,7.14,-0.2219
8.2,8.13,-0.121
1.36,2.8,0.2294
7.81,8.2,-0.1611
4.11,4.79,0.2425
5.52,1.66,0.1309
8.82,7.83,-0.1132
6.6,0.86,0.1966
8.06,6.63,0.1232
2.37,6.48,0.1155
0.2,2.39,-0.4292
2.38,5.95,0.3157
6.78,7.08,0.1892
9.41,7.33,-0.1596
4.22,9.53,-0.2567
2.31,0.51,-0.0579
5.67,1.37,0.2019
8.26,8.65,0.0833
3.79,5.56,0.1989
5.31,0.44,-0.0225
6.14,9.81,0.1336
0.96,4.18,0.0371
6.25,5.19,-0.1803
3.24,8.43,0.2781
5.51,2.45,-0.2007
8.71,0.63,-0.0985
8.66,3.98,-0.1519
3.47,8.62,0.2742
6.78,7.0,0.2048
6.93,1.49,-0.0993
3.28,8.16,0.197
6.33,5.12,-0.1708
4.46,0.02,-0.256
2.35,3.0,0.2806
3.79,1.7,0.2202
4.71,3.02,-0.2483
4.76,0.52,-0.1212
6.47,1.68,-0.0852
2.37,2.5,0.2833
3.45,9.27,-0.002
9.36,7.05,-0.1814
2.81,7.72,-0.1706
6.09,1.64,0.0115
0.4,2.12,-0.422
8.59,3.69,-0.049
5.82,3.12,-0.112
3.32,8.49,0.2883
5.79,8.32,-0.1013
2.61,9.51,0.1118
0.87,4.62,-0.2427
9.1,6.75,-0.1076
8.05,8.0,-0.1763
9.34,6.05,0.0956
8.87,9.75,-0.019
3.14,7.54,-0.1738
8.45,1.74,-0.1175
2.33,4.44,-0.314
6.35,9.05,-0.1431
4.53,2.81,-0.1747
1.83,7.69,-0.339
0.37,2.55,-0.3081
4.04,8.01,0.2549
1.61,9.08,0.2779
5.24,1.2,0.2398
9.57,2.54,0.1574
2.08,4.54,-0.3251
1.95,4.08,-0.2133
4.98,1.29,0.2404
9.52,8.14,0.1127
8.98,2.4,0.1753
7.0,4.67,-0.127
7.63,5.38,-0.0899
6.76,5.18,-0.2156
5.63,2.8,-0.2314
6.06,8.69,-0.2287
1.96,6.81,0.0418
4.85,7.74,0.2527
6.05,0.43,0.1334
0.88,5.75,-0.0745
4.18,4.66,0.2166
2.29,0.44,-0.0092
9.98,3.53,-0.1706
8.55,7.36,-0.1848
2.34,8.62,0.2116
3.23,7.1,-0.29
4.13,5.86,-0.0353
8.27,1.7,-0.1543
8.38,7.13,-0.1169
5.55,4.12,0.2255
7.59,7.13,0.0292
2.89,1.45,-0.1465
2.89,1.83,0.0829
5.12,2.8,-0.2392
6.92,8.86,-0.1023
5.93,4.87,0.0066
0.71,8.36,-0.3935
4.36,0.98,0.0124
4.15,4.92,0.2662
9.27,2.91,0.1063
7.15,6.96,0.1686
4.21,4.23,0.0258
7.79,0.45,0.1375
7.44,5.21,-0.1727
8.58,5.96,0.1916
9.39,8.73,0.1805
5.32,3.17,-0.1916
9.49,6.76,-0.1529
8.13,1.96,-0.0975
0.67,1.44,-0.1613
4.55,9.13,-0.1894
7.25,4.3,-0.0302
2.14,1.8,-0.1685
9.92,4.26,-0.0717
2.3,2.9,0.3125
1.24,6.46,0.3665
3.23,7.83,0.0111
9.99,3.0,-0.0497
6.56,3.38,0.1517
4.17,7.17,-0.0871
9.51,5.76,0.1493
5.12,9.58,-0.1868
4.21,9.17,-0.1411
8.67,7.81,-0.1425
5.45,7.55,0.2397
9.68,6.28,-0.0423
1.76,5.47,0.0463
1.26,0.39,0.3276
4.91,7.09,0.0603
8.06,8.86,0.12
2.8,6.97,-0.2639
9.02,5.24,0.1132
5.41,8.58,-0.1307
3.58,6.17,-0.0595
4.35,8.52,0.1477
4.84,7.83,0.2533
7.3,4.83,-0.1997
2.85,3.08,0.1221
3.65,2.97,-0.0437
6.98,5.83,-0.0447
0.43,7.89,-0.2045
8.76,7.73,-0.1514
6.1,8.33,-0.1579
9.05,3.19,0.0508
6.26,7.92,-0.0227
9.04,7.39,-0.1801
6.21,8.81,-0.22
8.85,7.84,-0.1069
5.32,5.48,-0.1348
6.58,2.83,-0.0709
0.66,4.66,-0.2126
0.55,8.0,-0.305
6.66,3.68,0.2184
6.51,4.65,-0.0226
7.12,2.66,-0.027
7.29,7.54,-0.0767
7.46,5.21,-0.1697
0.51,8.92,-0.1985
6.47,9.26,-0.0313
3.38,0.8,-0.2779
8.31,0.84,-0.1055
3.81,7.92,0.2003
8.2,1.5,-0.193
7.93,5.19,-0.1035
0.05,9.22,-0.1695
6.12,3.3,0.0372
8.53,7.96,-0.1222
6.24,3.27,0.0493
0.06,1.01,0.4116
7.2,8.71,-0.1046
9.44,4.03,-0.1774
8.04,6.92,0.0236
1.34,6.97,0.1518
2.17,5.35,0.0972
8.53,3.73,-0.0517
5.63,5.33,-0.1329
8.07,2.06,-0.0739
4.16,8.42,0.225
8.27,1.73,-0.1465
9.78,1.94,0.1574
1.18,9.11,0.1961
4.71,8.61,0.0124
7.88,6.55,0.1718
5.12,4.66,0.2359
6.42,4.56,0.0367
1.95,6.01,0.3311
4.39,8.23,0.2382
4.17,7.89,0.2409
0.72,1.6,-0.2777
5.53,0.03,-0.154
4.79,7.81,0.2548
5.94,1.21,0.2037
4.66,7.37,0.136
3.44,4.36,-0.1143
6.53,6.58,0.1647
8.39,0.34,0.0654
0.2,3.25,0.1816
5.11,2.68,-0.2155
6.36,9.13,-0.1088
6.71,7.17,0.1771
8.42,3.16,0.1596
7.11,8.93,-0.0368
8.92,2.97,0.1398
0.26,3.2,0.1589
9.16,9.68,-0.0429
1.29,4.78,-0.3601
0.63,4.93,-0.3533
9.31,1.26,-0.1236
5.07,3.04,-0.2465
9.52,6.92,-0.1772
5.77,7.46,0.2268
4.12,3.17,-0.2323
4.22,0.65,-0.1862
2.39,9.44,0.2129
9.71,8.5,0.1784
9.08,7.47,-0.1679
7.69,7.58,-0.1551
8.68,0.8,-0.1437
7.97,3.85,0.0067
2.06,4.35,-0.3217
2.57,8.63,0.2597
6.88,2.07,-0.2165
3.72,3.19,-0.175
6.28,4.05,0.2205
9.74,4.01,-0.1571
3.4,4.69,0.0629
2.76,6.67,-0.1182
7.0,6.88,0.2015
2.67,6.88,-0.2041
1.72,7.59,-0.3188
5.45,9.13,-0.2392
6.98,3.79,0.1971
4.42,2.64,-0.07
5.35,4.82,0.1594
0.91,3.3,0.3632
0.84,4.09,0.1511
8.6,3.3,0.0957
1.34,8.48,-0.1872
3.92,4.38,0.0298
2.43,1.13,-0.3176
4.99,5.9,-0.222
7.52,7.61,-0.1426
7.57,2.44,-0.0227
7.6,0.16,0.2054
2.24,2.92,0.3153
5.02,7.81,0.2436
3.61,8.86,0.175
5.77,3.33,-0.0324
9.57,3.26,-0.066
8.15,7.5,-0.1822
5.67,3.22,-0.1034
7.7,7.86,-0.2021
2.07,9.18,0.3306
7.58,2.67,0.0718
1.21,0.37,0.3423
1.7,1.7,-0.3183
7.19,1.5,-0.1462
8.2,6.41,0.1615
8.35,2.4,0.1075
7.07,3.03,0.113
4.2,8.46,0.2035
9.08,5.23,0.1198
6.77,4.56,-0.0396
2.51,2.77,0.3095
9.24,2.49,0.1834
4.9,0.38,-0.1465
4.8,2.98,-0.2478
8.34,9.3,0.1899
5.15,4.72,0.2231
7.5,7.22,0.0126
1.84,7.47,-0.2997
1.27,7.49,-0.1905
6.81,9.84,0.213
7.44,8.31,-0.1827
1.19,2.79,0.1714
4.23,2.93,-0.1658
9.65,2.44,0.166
9.24,4.34,-0.1479
2.16,4.62,-0.3002
2.81,1.39,-0.1948
