x0,x1,y
8.65,5.68,0.0868
8.87,6.19,-0.0214
7.5,9.07,0.0437
9.51,8.58,0.0476
2.27,1.52,-0.0415
7.33,7.43,-0.0067
7.58,5.9,-0.0024
6.61,0.04,0.1096
3.54,4.97,0.0633
6.42,7.72,-0.0231
3.51,9.99,0.0437
9.15,3.68,0.089
8.1,4.82,-0.0022
4.44,7.51,0.0019
9.86,0.62,-0.0345
9.28,6.56,0.0678
9.39,5.13,-0.0577
7.48,2.06,0.0387
0.43,6.48,0.1055
6.17,0.47,0.0094
6.05,9.53,-0.0701
4.41,7.37,-0.1423
9.64,7.73,0.0334
6.77,3.77,0.0818
8.09,1.29,0.0195
1.25,9.15,-0.0035
0.32,8.39,-0.0065
3.12,0.42,0.0539
1.33,0.05,0.6241
1.75,7.48,-0.0015
0.13,4.23,0.2088
5.86,9.84,0.0186
9.45,7.42,-0.0119
4.24,6.4,-0.1608
9.41,0.35,0.028
9.04,6.37,0.0603
7.36,4.71,0.1102
6.57,0.37,0.0706
9.39,4.13,0.019
2.47,5.64,0.1619
6.12,0.3,0.0233
1.56,4.81,0.0018
5.23,8.08,-0.0398
8.69,2.63,0.135
4.12,6.76,-0.0806
4.87,1.79,-0.2533
1.31,6.93,0.0148
4.31,4.08,-0.1377
5.02,7.38,-0.1451
5.55,5.47,0.0246
3.86,1.19,-0.2175
8.2,3.97,-0.0044
6.1,0.42,0.0064
1.59,0.41,0.4116
3.11,3.67,0.1309
1.73,6.2,0.0559
0.7,3.35,-0.0104
9.84,7.59,-0.0458
2.07,6.8,0.07
2.74,0.65,0.0901
4.3,1.91,-0.2415
4.63,8.76,-0.0423
8.63,4.89,0.0376
9.63,2.62,0.0593
5.09,6.03,-0.1422
1.93,0.53,0.3073
3.31,2.63,0.1198
0.77,5.15,0.0291
0.75,6.14,0.0916
6.74,9.42,-0.0019
1.79,3.01,0.1324
0.77,3.04,0.0742
4.78,4.04,-0.1762
4.89,5.28,-0.0502
9.85,0.45,-0.0188
3.04,3.22,-0.1232
2.99,1.77,-0.1416
5.95,8.86,0.0379
9.91,8.29,-0.0103
0.15,6.98,0.1289
3.02,5.12,-0.0949
4.02,9.99,-0.0852
3.88,5.65,0.0311
1.75,5.07,0.0612
4.39,7.97,0.0034
8.25,9.1,0.0164
1.01,3.05,0.0891
4.26,1.74,-0.2686
0.5,4.44,-0.0802
5.24,5.95,-0.0424
3.51,1.4,-0.2086
2.65,6.31,-0.0311
3.4,8.34,-0.0535
6.77,0.59,0.0637
3.83,9.53,-0.0492
2.43,4.0,-0.0388
7.46,0.57,0.1123
3.16,5.57,-0.0899
1.62,3.97,-0.0002
0.65,2.13,0.0711
5.8,6.5,-0.0954
6.17,9.37,0.0305
0.19,2.66,0.3093
5.47,0.42,-0.072
6.3,8.31,-0.0608
8.62,6.91,0.0939
0.14,6.98,0.1385
1.98,3.55,0.2368
6.79,2.17,0.0283
6.32,7.7,0.0397
1.88,1.92,0.0304
9.66,1.53,-0.0983
4.41,2.95,-0.0982
7.6,0.2,0.1562
2.76,5.0,0.138
7.61,3.18,0.0027
4.5,5.77,-0.1233
8.47,2.42,0.1182
3.93,5.52,-0.0876
1.75,7.83,0.1391
9.22,3.62,0.0846
5.01,0.83,-0.1695
5.25,0.28,-0.0784
6.54,9.25,-0.0203
4.24,9.83,-0.096
6.83,7.61,0.0982
9.12,6.1,0.0778
4.56,3.79,-0.0699
3.38,7.57,-0.0333
3.95,9.59,-0.0271
2.01,6.92,0.083
4.33,3.14,-0.2045
9.61,8.22,-0.0564
1.52,5.69,0.1515
9.98,7.97,-0.0203
0.68,2.86,0.2654
0.56,5.55,-0.0654
1.76,5.09,0.0185
4.08,5.94,-0.0434
2.33,2.68,0.2849
8.03,6.58,0.0516
2.3,9.75,0.0018
6.41,8.63,0.0569
4.09,3.04,-0.1457
1.46,6.76,0.1047
4.29,6.35,0.0052
8.05,0.24,0.1465
5.54,3.54,-0.0075
8.55,6.91,0.0727
0.14,1.33,-0.2707
3.22,0.53,0.0098
9.63,4.48,-0.0751
7.04,3.91,-0.0093
3.48,2.23,-0.0524
4.13,7.01,-0.1433
9.22,0.83,0.0001
2.6,6.54,0.0852
3.99,7.94,0.0141
0.35,8.24,0.1364
8.03,2.15,0.0633
2.84,3.02,0.0098
9.55,3.38,-0.0472
6.08,6.05,-0.0837
6.11,8.07,-0.0001
1.26,5.11,-0.0064
3.4,0.11,0.047
0.81,2.36,0.2692
2.08,7.79,0.1329
3.99,4.99,0.0193
5.49,3.61,0.022
3.43,6.74,0.0609
8.74,5.62,0.0716
1.53,0.06,0.5791
0.79,0.18,0.5738
7.54,0.34,0.1412
7.31,8.75,-0.0066
3.33,2.26,-0.0161
4.64,5.74,-0.1754
1.06,9.04,0.1194
4.39,5.11,-0.1854
4.05,8.22,-0.1307
9.27,1.28,-0.0523
4.51,0.43,-0.1281
1.66,6.42,0.0406
0.26,2.19,0.0342
9.84,3.02,-0.0491
1.76,4.32,0.1937
1.3,3.84,0.1227
7.12,6.22,0.104
0.26,5.09,-0.1027
2.59,6.3,-0.0453
8.19,7.08,-0.003
8.22,4.66,0.1374
1.58,7.96,0.015
8.17,7.96,0.0008
0.06,5.47,0.151
0.73,0.33,0.4765
7.64,7.17,0.1174
0.93,3.5,0.2099
9.83,9.71,0.0158
4.63,2.03,-0.2072
9.64,3.53,0.0224
6.97,8.34,-0.0125
3.21,2.43,0.0854
4.96,4.0,-0.1949
0.97,8.19,-0.0085
9.76,0.42,-0.0086
5.55,7.22,-0.0489
7.91,0.03,0.1697
1.2,6.25,0.2041
7.38,0.64,0.1007
9.71,8.94,0.0326
6.03,1.1,-0.0975
0.34,6.91,0.0986
0.5,3.28,-0.0999
1.53,1.62,0.0002
2.83,8.77,-0.0518
5.58,1.82,-0.1871
3.54,9.84,-0.0961
3.72,2.78,0.0388
7.91,2.41,0.1371
3.06,5.09,-0.0861
1.47,3.35,0.0467
2.45,1.99,-0.0053
5.24,5.0,0.0012
2.04,1.19,0.0558
1.59,8.86,0.0767
0.66,8.93,-0.023
3.06,9.83,-0.0567
6.91,3.48,0.065
2.88,3.99,-0.0924
5.13,2.11,-0.1571
0.21,8.8,0.1139
1.82,5.78,0.1283
3.88,9.83,-0.1062
7.77,5.24,0.1418
8.77,5.62,0.0737
0.05,5.27,0.101
9.38,8.04,0.0533
2.65,6.68,-0.0037
7.78,0.43,0.1319
3.96,8.51,0.0032
4.44,6.95,-0.1037
3.37,7.23,0.0561
2.13,1.42,-0.0108
6.55,7.88,-0.0479
3.83,8.66,-0.1194
0.35,4.07,-0.0161
1.93,8.66,0.0251
9.09,1.92,-0.0387
6.63,2.51,0.116
8.32,8.29,0.0613
5.68,1.82,-0.1757
4.46,3.25,-0.2252
3.2,9.34,-0.0089
0.06,1.58,-0.3534
1.33,5.69,0.1342
3.32,9.26,-0.0672
1.85,4.19,0.2564
7.36,3.73,0.1361
2.58,0.3,0.2239
8.84,5.46,0.1011
1.14,4.45,-0.0125
4.57,0.2,-0.1006
3.1,2.67,0.1538
2.98,3.41,-0.0287
3.39,8.98,-0.0852
9.32,1.45,-0.0685
1.02,1.27,0.0321
3.6,6.06,-0.1235
2.15,0.74,0.1904
5.38,2.18,-0.1129
6.32,3.68,0.0915
0.38,6.04,-0.0786
1.41,7.79,0.0822
8.99,3.09,-0.0161
8.34,4.35,0.0641
3.01,2.62,0.1697
2.66,7.3,0.1179
4.43,6.47,-0.0157
1.34,3.72,0.2972
9.11,2.42,0.073
5.8,2.91,-0.0159
5.82,3.61,0.0473
0.83,9.85,0.0118
3.73,4.5,-0.1485
6.16,4.85,-0.0807
8.43,0.32,0.1182
7.92,2.87,0.128
0.23,0.4,0.2941
4.95,2.46,-0.0317
2.31,2.13,0.0729
5.58,0.77,-0.1061
9.9,0.3,-0.0114
5.35,9.84,-0.0136
1.52,8.95,0.0204
6.45,0.04,0.0912
4.68,8.98,-0.1201
8.62,5.39,0.0098
1.22,3.78,0.2227
0.95,8.37,0.1082
9.57,2.41,0.0324
8.49,2.65,0.1485
2.95,8.66,0.0187
9.54,5.76,-0.0431
6.1,8.13,-0.0765
0.29,7.19,0.0672
8.06,3.63,0.1543
6.8,9.29,0.023
3.4,5.23,0.0765
6.18,0.14,0.0483
5.27,5.5,-0.045
2.77,0.78,0.0491
2.81,4.68,0.1436
2.45,2.49,0.2378
5.93,4.61,0.0365
4.5,2.98,-0.1201
1.65,4.82,-0.0002
3.97,1.46,-0.2584
2.02,1.05,0.1041
3.32,9.65,0.0563
1.83,0.4,0.3759
1.64,6.91,0.1524
7.62,8.08,0.1078
7.15,5.83,0.1227
2.84,7.51,0.1072
9.52,2.23,-0.009
2.54,8.98,0.0133
6.12,9.49,-0.067
5.76,5.66,0.0365
6.92,0.89,0.0366
1.87,4.52,0.0585
1.08,9.47,0.0078
3.34,0.14,0.0563
9.45,0.59,0.0037
5.18,7.37,-0.095
1.82,2.79,0.3157
6.92,2.34,0.0929
8.85,8.28,-0.0123
8.92,3.78,0.0607
0.17,8.52,-0.0725
8.57,1.86,-0.0113
8.88,1.26,-0.0188
4.2,2.95,-0.0892
3.04,4.53,-0.0327
3.21,4.97,0.1011
5.25,5.99,-0.0023
5.59,7.32,-0.0885
9.48,5.68,0.0365
3.57,9.78,-0.0173
7.43,9.93,0.1008
7.28,6.95,0.0378
4.05,7.59,-0.1124
3.47,6.22,0.0223
5.61,1.09,-0.1494
6.45,9.03,0.0709
1.96,4.99,0.2288
2.32,7.98,0.1199
2.91,2.83,0.1348
1.46,8.36,0.1072
6.79,8.48,0.0206
7.13,5.19,0.0755
0.75,2.84,0.29
7.05,2.96,0.0696
5.13,2.45,-0.0254
8.83,6.31,-0.0063
4.65,7.32,-0.1204
9.3,7.28,-0.0054
3.05,4.95,0.1063
2.37,9.43,0.0074
0.71,1.17,0.0059
0.29,8.5,0.0048
9.22,2.29,0.0318
4.91,4.64,0.0004
0.8,8.81,0.0086
3.51,5.14,-0.1145
4.76,1.58,-0.2706
3.67,5.48,0.0347
0.6,6.35,0.1968
3.94,3.99,-0.1888
5.42,0.63,-0.1049
6.98,6.73,0.0801
8.45,1.19,0.0168
6.61,3.88,-0.0185
8.36,6.93,-0.0022
3.48,6.68,-0.077
5.72,1.35,-0.1691
9.51,1.28,-0.0708
7.23,7.29,0.1161
5.72,8.49,-0.0775
9.49,6.48,0.0268
3.09,7.92,-0.0745
9.88,8.03,-0.0358
8.82,3.05,0.0137
0.21,0.23,0.4102
2.12,6.83,0.1565
3.15,3.76,0.0714
7.36,0.51,0.1158
8.92,6.57,0.0576
5.34,8.83,-0.1082
1.0,7.23,0.1861
8.52,6.5,0.0103
2.52,2.99,0.0784
8.25,1.1,0.0372
4.93,0.79,-0.1691
3.36,4.06,-0.0874
5.36,5.14,-0.1393
8.68,5.01,0.0976
2.03,0.62,0.256
6.78,9.07,-0.0199
0.93,6.64,0.1499
8.41,9.3,0.0524
7.94,7.86,0.1135
4.16,6.06,-0.1471
3.81,2.25,-0.0839
7.5,3.57,0.1428
4.83,5.38,-0.1507
9.85,7.33,-0.0773
9.74,3.2,-0.0921
5.41,6.88,-0.0763
4.76,3.48,-0.0876
1.39,3.19,0.0049
0.87,9.78,0.0247
0.4,4.96,0.2071
4.92,0.03,-0.0768
7.42,3.26,-0.0066
9.52,7.87,-0.0085
0.42,7.58,-0.0602
4.33,2.07,-0.1922
4.31,6.35,0.0051
5.47,9.05,-0.1086
5.47,7.98,-0.064
3.28,5.14,-0.1006
1.82,0.65,0.2793
6.29,8.21,0.0645
9.07,9.6,0.0595
0.37,4.51,-0.0488
3.54,3.35,-0.1396
9.86,2.28,-0.0216
7.56,2.59,0.1727
1.26,8.8,0.1444
0.75,1.68,-0.0921
0.93,7.93,0.1686
2.11,9.19,0.03
4.8,6.42,-0.1498
6.77,6.1,0.1022
6.07,2.93,0.0043
4.42,9.68,-0.0217
2.34,7.75,0.109
6.11,4.15,0.0231
0.05,2.4,0.1688
5.43,5.05,-0.0735
3.49,7.94,0.0466
4.48,3.75,-0.0353
2.73,3.54,0.1376
0.83,1.17,0.038
4.09,9.73,0.0018
9.59,8.12,-0.0354
0.19,2.77,0.263
9.41,5.06,-0.0198
7.22,6.19,0.0184
3.52,3.17,-0.1661
1.2,4.81,-0.0052
9.06,0.93,0.0024
5.78,5.62,-0.0099
4.46,7.81,-0.1305
9.39,0.14,0.046
7.4,7.89,0.0923
4.23,4.64,0.0089
9.33,2.02,-0.0422
8.86,6.15,0.0225
1.71,7.95,0.0716
9.91,6.89,0.0148
5.0,3.68,0.0019
8.91,2.97,0.0396
0.78,1.16,0.0285
8.34,4.92,0.0925
1.66,2.97,0.1783
9.06,2.76,0.096
5.0,4.85,-0.1647
9.68,5.34,-0.0747
4.61,0.56,-0.1453
5.52,8.49,0.0189
6.77,4.31,0.0872
4.7,8.95,-0.0719
4.2,7.12,-0.0387
4.21,6.17,-0.1548
3.0,8.1,0.0412
6.68,1.51,-0.0623
1.53,2.31,0.2553
5.16,0.71,-0.1407
0.43,5.97,0.1909
1.5,3.12,0.0444
9.65,5.99,0.0305
0.49,1.1,-0.0269
6.13,7.81,-0.0134
7.57,3.13,0.0144
4.01,4.6,-0.0103
1.45,0.14,0.5563
5.85,4.23,0.0523
2.3,9.38,0.0665
1.02,0.6,0.3471
3.85,2.74,0.0346
5.7,3.29,-0.1474
7.3,4.72,0.0934
6.76,1.98,-0.0232
4.4,2.04,-0.2025
7.91,5.95,0.104
4.16,8.15,-0.0018
8.92,3.81,0.0406
5.19,0.83,-0.1558
9.75,2.81,0.0303
0.92,8.91,0.0424
5.08,4.01,-0.1825
3.18,1.01,-0.0899
2.57,8.93,-0.0305
3.29,7.06,-0.045
2.69,3.16,-0.0632
8.24,4.05,0.0194
6.67,5.79,0.0551
8.62,4.58,0.0765
8.78,9.1,0.0732
6.63,4.61,0.0905
4.6,4.95,-0.0082
8.21,9.54,0.091
4.15,6.09,-0.0269
4.02,3.81,-0.0775
5.37,5.77,-0.1105
3.66,0.97,-0.155
8.03,6.63,0.0825
6.03,7.66,-0.0375
0.12,6.59,-0.0823
6.69,6.68,-0.0091
1.67,9.62,0.1616
0.13,1.06,-0.1652
8.65,6.93,-0.0139
0.15,0.73,0.0329
7.62,0.9,0.0721
7.44,5.32,0.0218
6.76,5.87,0.0182
1.84,3.64,0.3028
5.24,8.79,-0.0962
8.92,6.5,-0.0126
2.45,4.94,0.1701
0.9,9.84,-0.0177
5.17,0.84,-0.1585
8.82,5.58,-0.0181
1.29,6.86,-0.0034
6.88,3.19,-0.0353
9.53,6.9,0.0494
8.45,0.36,0.1129
1.11,2.34,0.2792
2.8,4.9,0.0395
9.37,9.16,0.0467
5.46,4.25,0.0228
8.65,7.62,-0.0089
4.67,5.16,-0.1174
5.21,2.83,-0.0234
6.99,7.9,0.1019
3.43,8.54,0.0022
1.58,5.64,0.2351
6.09,8.91,0.0014
2.7,2.41,0.1652
5.69,2.01,-0.1355
1.57,3.43,0.1287
4.35,8.93,-0.103
3.39,4.05,-0.1095
3.39,5.8,0.0432
5.27,0.86,-0.1535
3.66,8.8,-0.0181
6.45,2.92,0.0447
4.8,1.39,-0.259
4.81,2.93,-0.089
5.92,9.6,-0.0818
1.86,2.06,0.0918
6.69,9.69,-0.024
7.36,6.17,-0.0031
0.12,0.97,-0.1239
1.99,4.67,0.2445
9.39,0.6,0.0089
8.97,8.97,0.0113
6.89,6.06,-0.0099
3.45,2.15,-0.0883
2.23,5.5,0.1392
3.09,4.31,0.0701
7.16,5.31,0.0214
0.18,5.5,0.0598
3.76,7.93,0.0276
8.55,3.79,0.082
8.57,7.84,-0.01
9.77,4.32,0.0103
5.14,9.73,-0.0717
6.42,1.27,-0.0698
4.99,1.84,-0.2381
6.18,9.11,0.0527
5.7,9.54,-0.0198
8.51,4.54,0.0352
4.39,1.65,-0.2769
9.07,8.17,0.0666
3.69,9.86,0.0253
6.01,0.29,0.0099
5.44,5.71,-0.102
3.5,5.81,0.046
1.53,5.95,0.1905
9.99,6.05,-0.087
1.74,0.56,0.3271
2.19,4.56,0.1008
9.62,8.9,0.0179
2.75,7.83,0.0586
7.0,5.56,-0.0251
2.89,3.19,-0.0983
3.26,6.34,0.0727
6.82,5.79,0.0748
0.28,2.51,0.2929
5.21,2.68,0.0127
7.22,7.55,0.1035
6.74,6.41,-0.0388
5.47,4.98,0.0227
2.41,8.44,0.0755
5.7,5.08,-0.1095
9.89,0.41,-0.0182
3.18,6.84,-0.013
1.18,6.21,0.1617
8.82,3.29,-0.0279
1.29,8.1,0.1166
1.7,9.38,0.103
6.41,6.69,-0.0533
7.64,4.9,0.0674
8.47,0.65,0.0808
3.06,4.19,0.1083
7.26,2.34,0.1099
9.54,7.44,-0.045
3.86,5.0,0.0144
3.49,2.53,0.0773
1.65,9.61,-0.0001
7.93,3.48,0.0935
6.43,2.99,0.0069
1.84,8.66,0.1
1.27,9.46,0.1664
7.85,1.97,0.0266
9.69,5.8,0.031
4.73,9.11,-0.0001
9.76,6.15,-0.041
4.26,6.99,-0.0449
8.63,5.62,0.0818
5.83,5.65,0.0442
6.35,6.87,-0.0485
2.28,8.85,0.0029
1.82,1.58,-0.0039
8.57,0.86,0.0484
7.91,7.0,0.0332
9.19,2.13,-0.0071
7.05,9.52,0.0817
3.99,1.31,-0.2452
6.57,7.61,0.0679
0.68,7.23,0.1227
5.19,3.1,-0.1656
9.3,0.7,0.0064
6.0,3.26,-0.1243
6.66,8.17,0.0166
7.84,2.99,0.0756
7.9,8.15,0.0239
2.82,9.96,0.0076
5.24,8.4,-0.059
8.35,0.05,0.148
7.91,3.33,0.0145
4.36,2.38,-0.0614
4.81,5.53,-0.1375
8.05,3.42,0.0569
2.44,0.19,0.2917
9.86,6.9,0.032
0.62,3.73,0.2503
5.73,3.4,-0.0962
0.88,4.64,0.2674
8.35,5.56,-0.0078
2.24,7.6,0.1218
0.18,8.33,0.095
2.64,0.47,0.1614
6.01,0.66,-0.0356
8.57,6.08,0.0525
9.53,7.95,-0.0578
1.35,9.83,0.0508
9.75,5.05,-0.0255
6.09,3.83,-0.0291
2.05,6.8,0.0774
4.42,3.74,-0.0257
1.92,6.31,0.0205
4.45,1.72,-0.2727
7.96,7.1,0.0908
0.25,0.85,0.0065
9.54,2.62,0.0668
0.83,5.32,0.0108
8.6,0.35,0.1036
3.01,6.26,0.0587
0.2,0.8,0.0119
9.69,1.28,-0.0853
0.48,9.53,0.0238
5.54,1.89,-0.18
4.1,7.94,0.0101
2.66,2.95,0.0926
9.88,7.42,0.0029
8.48,3.49,0.083
3.51,6.27,-0.0309
0.84,5.54,-0.0102
8.92,0.55,0.0566
4.74,9.44,-0.0481
7.2,3.03,0.0425
9.81,8.71,-0.0382
2.29,1.24,0.0088
1.42,9.57,0.087
8.11,8.98,0.077
8.46,1.52,-0.013
8.44,2.82,0.1253
3.02,1.64,-0.1548
0.72,7.39,0.0035
0.82,1.3,-0.0138
5.51,6.69,-0.1117
1.12,8.71,0.1259
0.45,5.66,0.1999
0.21,4.33,0.0997
1.27,8.65,0.0733
7.85,9.37,0.0731
5.02,7.9,0.0029
1.6,5.99,0.2167
6.91,2.02,-0.0012
0.47,1.99,-0.0622
8.69,9.17,0.0028
3.09,5.3,-0.0187
9.54,3.11,-0.0591
4.85,3.51,-0.0608
7.93,9.71,0.0715
9.11,2.09,-0.0105
0.45,4.69,0.1937
1.58,6.96,0.1425
7.51,3.2,-0.0023
1.02,9.28,0.1306
8.66,8.57,-0.0163
5.53,3.92,-0.1432
9.12,7.84,-0.0387
7.4,3.5,0.1045
7.93,0.46,0.1264
4.26,6.22,-0.0124
1.13,0.01,0.6734
6.52,2.06,-0.0297
6.79,0.91,0.0202
1.69,6.23,0.215
8.57,1.56,-0.0201
6.61,9.92,-0.0307
9.55,2.55,0.0601
1.66,3.3,0.0164
3.42,6.03,-0.1088
4.4,2.9,-0.0703
7.16,7.36,0.1034
5.02,1.55,-0.2547
9.55,5.47,0.0495
5.21,1.51,-0.2375
4.77,5.53,-0.1342
9.72,6.17,-0.0714
0.77,2.77,0.3419
4.74,5.35,-0.18
2.59,6.27,0.0313
5.02,0.53,-0.1266
7.95,2.29,0.1029
6.91,9.23,0.0032
2.73,9.49,0.061
7.44,3.04,0.0471
3.49,1.39,-0.2054
8.69,6.06,-0.0017
0.86,1.83,-0.0421
6.66,2.07,-0.0135
5.44,9.98,-0.104
3.82,1.78,-0.2411
6.13,2.95,-0.0003
3.17,8.37,-0.0351
0.63,0.63,0.2709
1.14,6.81,0.1872
8.91,7.94,0.0816
6.14,5.5,0.0034
9.77,8.0,-0.0126
1.7,0.6,0.3158
6.19,3.51,0.0255
0.83,3.91,-0.006
4.12,6.55,0.0089
0.34,6.91,0.1422
4.45,4.36,-0.116
5.91,8.58,0.0407
0.86,0.86,0.1904
3.97,9.23,-0.1051
6.57,0.83,0.0096
4.36,3.23,-0.2256
6.14,3.61,0.0737
3.01,2.6,0.1677
7.2,0.99,0.0428
6.15,0.74,-0.03
4.5,9.19,-0.004
4.54,8.82,-0.0941
6.42,7.23,0.0584
4.37,9.3,-0.0134
6.75,2.4,0.0978
3.46,4.71,0.0285
8.41,1.45,-0.0061
5.54,7.15,-0.113
7.18,6.38,0.0664
3.65,8.27,-0.0458
0.04,7.47,-0.0409
2.59,8.7,0.115
3.14,6.5,-0.081
4.96,8.26,-0.0293
0.53,7.73,0.1326
7.9,6.15,0.0466
5.25,7.43,-0.1106
6.26,4.0,-0.0874
3.91,3.51,-0.0379
9.07,7.94,0.0748
6.94,0.62,0.0753
3.79,5.85,-0.0285
1.93,7.42,0.0689
4.25,2.35,-0.069
3.38,6.98,0.0282
7.03,0.93,0.0391
9.72,3.8,-0.0086
3.73,1.19,-0.2047
9.49,1.51,-0.0849
5.3,8.45,-0.0722
7.38,0.53,0.1144
9.24,7.59,0.0147
6.65,8.42,-0.0385
5.71,7.85,-0.0808
2.55,9.2,-0.0335
0.42,4.18,0.211
7.88,3.26,0.0006
8.47,7.48,0.0155
8.72,7.57,0.0065
2.64,3.5,0.108
2.39,9.88,0.0468
2.36,0.12,0.3349
4.76,2.01,-0.2091
9.72,6.52,-0.0566
2.65,8.79,-0.0369
2.93,4.9,0.0249
5.66,1.41,-0.1811
3.72,3.88,-0.1247
0.53,5.8,0.1421
4.35,0.43,-0.1233
6.67,9.19,0.0813
2.33,2.97,0.1225
3.81,0.4,-0.0718
8.89,3.15,-0.0262
6.33,9.63,-0.0152
6.01,6.23,0.052
7.25,5.84,0.1161
6.23,9.21,-0.0563
3.68,1.29,-0.2137
5.66,3.11,-0.1307
3.77,4.6,0.0065
4.32,6.51,-0.1622
0.96,5.72,0.0132
6.65,6.41,-0.0383
7.25,1.17,0.0207
7.77,6.1,0.129
7.91,3.3,0.008
4.16,5.78,-0.064
5.46,6.91,0.0084
2.95,2.58,0.175
8.71,8.24,0.0918
8.16,5.4,0.0576
5.57,7.65,0.0194
7.32,9.24,0.0999
4.43,4.86,-0.1697
3.41,1.31,-0.1854
1.68,3.63,0.3137
3.87,5.5,-0.0258
2.59,5.61,0.0627
7.27,7.8,-0.0029
4.01,4.19,0.007
5.24,4.73,-0.0628
8.95,9.62,0.0723
0.93,1.42,-0.0276
7.64,8.86,0.0752
7.43,0.42,0.1294
9.6,5.63,0.0366
4.39,2.6,0.0031
4.41,2.07,-0.1949
8.78,2.6,0.1272
3.55,9.01,-0.0675
0.17,5.65,0.1696
0.38,4.14,0.1367
4.11,5.73,-0.1617
6.22,1.54,-0.1183
1.08,8.19,-0.0038
5.19,8.46,-0.0133
7.9,6.76,0.0784
8.92,8.44,-0.0204
8.6,3.96,-0.0182
6.43,0.24,0.0689
6.99,8.54,0.0393
6.11,8.78,-0.0057
2.16,1.28,0.0173
7.82,2.58,0.1717
0.78,4.55,0.0901
9.56,9.25,0.0234
2.62,0.88,0.0521
9.77,2.16,-0.0436
5.62,3.64,0.0368
9.02,5.27,0.0644
0.67,2.75,0.3449
3.2,4.55,-0.0314
5.61,6.15,-0.0774
8.16,0.36,0.1297
7.49,9.2,0.0107
5.01,6.2,-0.0977
5.29,2.53,0.0044
8.77,7.4,0.0905
8.57,0.87,0.0486
2.04,0.01,0.4673
3.31,6.52,-0.0676
6.5,9.07,0.0364
3.52,0.05,0.031
8.26,1.11,0.0358
6.27,3.23,-0.0962
7.68,1.63,-0.0014
0.24,4.21,0.2173
7.64,9.38,0.0298
1.1,9.09,0.1075
1.23,2.21,0.1948
0.44,2.68,0.3454
7.59,4.46,-0.0024
1.68,5.52,0.0681
4.71,7.33,-0.1375
4.77,9.9,-0.122
2.16,9.87,0.0062
3.47,6.4,-0.1116
0.11,5.61,0.0131
3.63,7.93,-0.0313
2.82,4.58,0.082
0.46,1.1,-0.0345
6.36,6.07,-0.0341
4.16,3.52,-0.0418
4.69,2.29,-0.1013
4.25,4.53,-0.1426
0.2,9.42,0.0513
7.52,7.02,0.0195
7.27,3.32,-0.0008
4.3,6.88,-0.0851
2.63,7.92,-0.0444
1.22,0.2,0.5593
4.13,7.81,-0.1282
0.63,2.36,0.2518
8.72,3.4,0.0186
5.69,4.55,-0.0599
2.23,8.11,0.1519
5.1,1.55,-0.2486
0.49,4.58,0.1295
